2478,2,0,0,0,2476
2481,2,0,0,0,2479
2472,2,0,0,0,2470
2477,4,0,0,0,2473
2473,5,0,0,0,2468
2477,5,1,0,0,2472
2478,8,2,0,0,2470
2477,8,2,0,0,2469
2482,10,4,0,0,2472
2484,10,5,0,0,2474
2480,9,4,0,1,2470
2487,9,3,1,2,2476
2488,9,4,1,2,2477
2489,9,3,1,3,2477
2490,13,5,1,4,2473
2488,14,6,1,4,2470
2486,15,7,1,4,2467
2489,15,7,1,4,2470
2488,15,7,1,5,2468
2487,16,8,1,5,2466
2486,14,6,1,8,2464
2489,16,6,1,8,2465
2484,16,7,1,10,2458
2484,19,7,1,10,2455
2487,23,8,1,10,2454
2484,25,10,1,11,2448
2481,25,10,1,11,2445
2479,28,8,2,12,2439
2475,25,5,2,17,2433
2473,31,6,2,17,2425
2470,30,7,2,19,2421
2469,36,8,2,19,2414
2468,40,10,2,20,2408
2466,40,14,2,22,2404
2466,37,11,2,26,2403
2467,34,11,2,30,2403
2470,35,13,3,31,2404
2472,31,13,4,36,2405
2470,29,10,4,39,2402
2473,31,10,4,39,2403
2472,31,11,4,40,2401
2477,31,10,4,42,2404
2475,30,11,4,44,2401
2472,26,6,5,49,2397
2477,29,7,5,51,2397
2479,28,5,5,56,2395
2479,26,5,6,59,2394
2482,26,5,6,60,2396
2487,27,6,7,61,2399
2490,28,6,7,62,2400
2492,28,6,7,62,2402
2495,32,5,7,63,2400
2493,33,5,7,64,2396
2491,36,4,7,66,2389
2494,35,5,7,68,2391
2489,35,6,8,70,2384
2485,34,6,8,71,2380
2483,34,7,8,71,2378
2486,31,8,8,74,2381
2487,31,7,9,75,2381
2487,32,8,9,77,2378
2485,31,8,9,78,2376
2486,29,7,10,80,2377
2487,29,7,10,81,2377
2490,27,6,10,83,2380
2483,24,4,11,88,2371
2483,21,6,11,91,2371
2482,20,3,13,94,2368
2473,19,2,13,95,2359
2476,20,0,14,96,2360
2477,21,1,14,96,2360
2470,22,1,14,96,2352
2465,26,2,14,96,2343
2465,29,2,14,95,2341
2466,29,3,14,95,2342
2462,29,3,14,97,2336
2466,30,3,14,98,2338
2467,32,3,14,99,2336
2468,33,3,14,99,2336
2465,33,6,14,99,2333
2465,34,7,15,100,2331
2472,35,7,15,102,2335
2474,34,7,15,104,2336
2473,34,8,16,103,2336
2472,36,10,17,103,2333
2474,34,9,17,106,2334
2477,33,7,18,110,2334
2474,32,6,18,112,2330
2479,32,6,18,112,2335
2475,32,8,18,113,2330
2473,32,8,18,113,2328
2474,31,5,20,115,2328
2473,29,5,20,116,2328
2479,29,5,20,116,2334
2477,29,5,20,115,2333
2479,29,5,21,115,2335
2478,29,4,22,115,2334
2474,31,5,22,116,2327
2473,29,4,22,118,2326
