2488,2,0,0,0,2486
2483,2,0,0,0,2481
2485,2,0,0,0,2483
2483,2,0,0,0,2481
2485,2,0,0,0,2483
2482,3,0,0,0,2479
2483,3,0,0,0,2480
2480,3,0,0,0,2477
2480,3,0,0,0,2477
2482,3,1,0,0,2479
2487,3,1,0,0,2484
2482,3,1,0,0,2479
2486,2,1,0,1,2483
2482,2,1,0,1,2479
2486,1,0,0,3,2482
2485,2,0,0,3,2480
2488,3,0,0,3,2482
2492,3,0,0,3,2486
2494,3,0,0,3,2488
2493,3,0,0,3,2487
2499,3,0,0,3,2493
2503,5,1,0,3,2495
2501,5,1,0,3,2493
2500,6,1,0,3,2491
2499,8,1,0,3,2488
2497,10,3,0,3,2484
2496,11,3,0,3,2482
2501,11,3,0,3,2487
2500,11,2,0,4,2485
2499,12,3,1,4,2483
2501,10,5,1,6,2485
2497,10,5,1,6,2481
2490,10,5,1,6,2474
2493,10,5,1,6,2477
2495,9,5,1,7,2479
2495,9,3,1,9,2477
2496,8,2,1,10,2478
2496,7,1,1,11,2478
2492,7,1,1,12,2473
2498,9,3,2,12,2477
2501,11,3,2,12,2478
2505,13,4,2,12,2480
2503,12,3,2,13,2478
2505,12,3,2,14,2479
2507,15,3,2,14,2478
2505,18,6,2,14,2473
2506,20,6,2,14,2472
2510,25,6,2,14,2471
2510,27,6,2,15,2468
2514,25,4,2,19,2470
2515,28,4,2,19,2468
2514,30,7,2,19,2465
2515,32,6,2,20,2463
2514,32,7,2,22,2460
2514,29,10,2,25,2460
2513,30,11,3,25,2458
2508,30,11,3,26,2452
2514,29,10,3,28,2457
2514,26,10,4,31,2457
2512,29,7,4,35,2448
2510,27,7,4,37,2446
2513,26,11,4,39,2448
2515,24,11,4,42,2449
2509,22,10,4,43,2444
2508,24,8,4,45,2439
2507,27,7,4,46,2434
2509,28,8,4,47,2434
2505,29,7,5,48,2428
2495,31,7,5,49,2415
2497,30,6,6,52,2415
2497,31,7,6,54,2412
2500,29,8,6,55,2416
2499,30,8,6,55,2414
2499,23,6,6,62,2414
2497,26,6,6,62,2409
2495,26,7,6,62,2407
2493,24,6,6,64,2405
2489,22,5,6,66,2401
2488,21,4,7,69,2398
2487,23,3,8,69,2395
2490,26,4,8,69,2395
2490,27,3,8,70,2393
2496,29,3,8,72,2395
2486,27,5,8,74,2385
2483,26,4,9,75,2382
2489,27,2,10,76,2386
2491,27,2,10,76,2388
2494,30,2,10,76,2388
2498,28,2,11,78,2392
2497,26,5,11,79,2392
2496,26,5,12,81,2389
2496,28,4,12,82,2386
2493,29,3,12,82,2382
2487,29,4,13,84,2374
2487,28,4,13,85,2374
2483,29,4,13,86,2368
2484,31,4,13,87,2366
2486,34,4,13,88,2364
2486,38,4,13,90,2358
2484,39,6,13,91,2354
2482,40,7,13,91,2351
2476,38,6,15,95,2343
2479,42,8,15,95,2342
2483,40,7,16,97,2346
2482,39,6,16,98,2345
2489,40,7,16,101,2348
2492,40,9,17,102,2350
2489,40,11,17,102,2347
2489,40,13,17,103,2346
2485,42,12,18,103,2340
2482,40,10,18,107,2335
2484,37,8,18,111,2336
2490,34,6,19,115,2341
2495,34,6,19,115,2346
2493,33,5,19,116,2344
2494,32,4,19,119,2343
2497,30,2,20,122,2345
2493,30,2,20,123,2340
2494,31,4,20,123,2340
2496,28,3,20,126,2342
2499,29,3,20,126,2344
2499,28,3,20,126,2345
2494,28,3,20,126,2340
2497,27,5,20,127,2343
2500,27,5,20,127,2346
2507,25,3,21,129,2353
2505,23,2,21,131,2351
2511,23,2,21,132,2356
2512,24,2,21,132,2356
2515,24,2,21,133,2358
2511,24,1,21,134,2353
2509,25,1,21,135,2349
2509,26,1,21,135,2348
2505,27,2,21,133,2345
2506,29,1,21,135,2342
2513,29,2,21,135,2349
2516,29,2,21,135,2352
2513,29,3,21,135,2349
2513,30,3,21,136,2347
2514,31,3,21,136,2347
2515,34,3,21,137,2344
